World,5/2/2021,1.53361689E8
Europe,5/2/2021,4.5372818E7
Asia,5/2/2021,4.0500859E7
North America,5/2/2021,3.7765761E7
United States,5/2/2021,3.2536475E7
European Union,5/2/2021,3.1243851E7
South America,5/2/2021,2.5086514E7
India,5/2/2021,1.9925517E7
Brazil,5/2/2021,1.4762684E7
France,5/2/2021,5694060.0
