United States,1/22/2020,1.0
United States,1/23/2020,1.0
United States,1/24/2020,2.0
United States,1/25/2020,2.0
United States,1/28/2020,5.0
United States,1/26/2020,5.0
United States,1/27/2020,5.0
United States,1/30/2020,6.0
United States,1/29/2020,6.0
United States,2/2/2020,8.0
